City,Business Name,Address,Website,Review Text,Timestamp,Stars,TrueTimestamp,sentiment,sentiment_num,Year
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Service déplorable, la réclamation sera faite au siège, ils doivent revoir leur manière de parler aux clients",il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Mauvais service,il y a 2 ans,1,2023-03-14 21:22:17.361487,negative,0,2023
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Très utile,il y a 10 ans,5,2015-03-16 21:22:17.361487,positive,2,2015
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Le tarif de la carte Visa bancaire est de 10,40 dirhams sans frais en haut",il y a un mois,5,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"La pire banque avec littéralement aucun service client !
Je suis allé vendredi soir au distributeur automatique - quelques heures avant mon voyage de retour aux États-Unis - pour retirer de l'argent. Après avoir inséré ma carte, mon code PIN et le montant souhaité, l'écran m'a demandé de prendre mon argent et la carte, mais aucun argent ni carte n'est sorti du distributeur automatique !!!! J'ai appelé à l'aide et pas de réponse. J'ai rappelé lundi et toujours pas de réponse. J'ai vérifié mon compte dans l'application et j'ai été facturé pour l'argent que je n'ai jamais reçu. La machine a pris ma carte et mon argent, et personne au service client ne doit répondre à mes appels. J'ai même déposé une réclamation via l'application et toujours pas de réponse !! Je suis aux États-Unis et j'essaie de contacter la banque avec des appels longue distance pour résoudre ce problème, mais personne ne répond toujours !!!!",il y a 2 ans,1,2023-03-14 21:22:17.361487,negative,0,2023
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"c'est ma banque et les gens là-bas ne sont pas très qualifiés... ils ne savent pas ce qu'est Paypal, et ils ne savent pas quels différents types de lettre de crédit ils proposent...",il y a 8 ans,1,2017-03-15 21:22:17.361487,negative,0,2017
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a 7 mois,4,2024-08-15 21:22:17.361487,negative,0,2024
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a 8 ans,4,2017-03-15 21:22:17.361487,negative,0,2017
agadir,Attijariwafa Bank,"9CX6+JX7, Agadir 80000",https://business.google.com/create?fp=18230107572151011058&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a 8 ans,5,2017-03-15 21:22:17.361487,negative,0,2017
agadir,Société Générale,"Boulevard du 20 Aout, Agadir 80010",https://www.sgmaroc.com/,Mon compte est toujours bloqué et je suis parle avec plusieurs  personne pour me régler Cette problème mais malheureusement toujours pareil je suis à Paris je téléphone vers le Maroc toujours 50 € pour rien du tout malheureusement c’est horrible,il y a 2 ans,1,2023-03-14 21:22:17.361487,negative,0,2023
agadir,Société Générale,"Boulevard du 20 Aout, Agadir 80010",https://www.sgmaroc.com/,La localisation n'était pas bonne plus de 600m de decallage  je viens de rectifier pour la famille google maps surtout les gars de la nuits!,il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Société Générale,"Boulevard du 20 Aout, Agadir 80010",https://www.sgmaroc.com/,Retrait rejeté et surtout il m'ont débitée la somme éviter les distributeur de  societe générale agadir.  Je n'ai toujours pas été rembourser .c'est une catastrophe .,il y a 5 ans,1,2020-03-14 21:22:17.361487,negative,0,2020
agadir,Société Générale,"Boulevard du 20 Aout, Agadir 80010",https://www.sgmaroc.com/,Une banque hors service j’attend le code de ma carte depuis 5 mois personne ne repond sur tel c’est catastrophique👎👎👎 …,il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Société Générale,"Boulevard du 20 Aout, Agadir 80010",https://www.sgmaroc.com/,"Je vais retirer de l'argent au distributeur et ils retiennent mon visa.
La banque est fermée et je me retrouve sans carte et sans argent.
Si le guichet automatique ne fonctionne pas, ils doivent le fermer afin que vous ne gardiez pas les cartes.
En allant récupérer le mien, j'ai remarqué qu'il y en avait plusieurs provenant d'autres clients.
Le salarié ne fait pas son travail",il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Société Générale,"Boulevard du 20 Aout, Agadir 80010",https://www.sgmaroc.com/,Le retrait n’a pas fonctionné mais m’a quand même facturé. Éviter!!!,il y a 14 heures,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Ils ne respectent pas les horaires de travail,il y a 5 mois,1,2024-10-14 21:22:17.361487,negative,0,2024
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Le pire accueil jamais vu. Même quand on leur dit Salam oualaykoum ils ne te répondent même pas.
Accueil client 0/5.
Respect et politesse 0/5.",il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Nul,il y a 2 ans,1,2023-03-14 21:22:17.361487,negative,0,2023
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,L'accueil est super,il y a 8 ans,4,2017-03-15 21:22:17.361487,positive,2,2017
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a un mois,4,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a 5 mois,5,2024-10-14 21:22:17.361487,negative,0,2024
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a un an,3,2025-03-13 21:22:17.361487,negative,0,2025
agadir,Bank of Africa,"C9FQ+QFF, Boulevard Mohammed V, Agadir 80000",https://business.google.com/create?fp=8171112571720756950&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a 8 ans,1,2017-03-15 21:22:17.361487,negative,0,2017
agadir,Banque Populaire,"C9FR+3MC, Av. Mohammed V, Agadir 80000",http://www.gbp.ma/,"Une grosse différence depuis le remplacement de l'ancien manager Boumesmar (un homme professionnel), le manager actuel est en dessous de la moyenne, tout comme toute l'équipe.",il y a un an,1,2025-03-13 21:22:17.361487,neutral,1,2025
agadir,Banque Populaire,"C9FR+3MC, Av. Mohammed V, Agadir 80000",http://www.gbp.ma/,Bien,il y a 7 ans,4,2018-03-15 21:22:17.361487,positive,2,2018
agadir,Banque Populaire,"C9FR+3MC, Av. Mohammed V, Agadir 80000",http://www.gbp.ma/,No review text found,il y a 6 ans,5,2019-03-15 21:22:17.361487,negative,0,2019
agadir,Banque Populaire,"C9FR+3MC, Av. Mohammed V, Agadir 80000",http://www.gbp.ma/,No review text found,il y a 6 ans,4,2019-03-15 21:22:17.361487,negative,0,2019
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Les ATM de cette banque prélèvent des frais alors même que nous refusons la transaction de retrait
. J'ai refusé un retrait contenant des frais de retrait top important, mais ils ont quand même procéder au retrait et aux prélèvement des frais. ATM à éviter !",il y a 2 mois,1,2025-01-12 21:22:17.361487,negative,0,2025
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"le service est nul, aujourd'hui j'y suis allée à 13h ils m'ont dit qu'ils sont en pause déjeuner, du coup je fais un tour et je reviens à 13:53h il y avait deux clients avant moi, une fois mon tour est arrivé, la dame a quitté son bureau pour aller manger le sécurité m'a demandé encore une fois d'attendre j'ai attendu 1h jusqu'à 14:55h elle n' est pas encore là, moi qui avait 2h de pause je les ai passé dans cette agence sans être servi😤😤😤",il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,J'ai ouvert un compte début juillet 2020 et j'ai eu une carte de crédit le 21 juillet débitée pour 418 MDA et inutilisable car sans code. Un mois plus tard je n'ai toujours pas reçu le code et il faut attendre pour rien à l'agence pour réclamer.  C'est une agence qui se moque des clients.,il y a 4 ans,1,2021-03-14 21:22:17.361487,negative,0,2021
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Vraiment c’est nul
A chaque fois je viens a midi , il mens dis il ya personne a la caisse , la personne en pause  , c’est la 4eme fois",il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Et bien déception et frustration cette fois-ci face au manque de réponse et d'assistance que j'ai reçu de votre service client ou disons de mon « conseiller » Karim serghouchni (CIH bank med 5). Malgré de nombreuses tentatives pour contacter votre banque par téléphone et par e-mail, je n'ai reçu aucune forme d'accusé de réception ou de résolution concernant mes préoccupations.

Je suis un client fidèle de CIH Banque depuis plus de 8 ans, et j'ai toujours apprécié la qualité du service rendu. Cependant, le récent manque de communication m’a laissé le sentiment d’être négligé et sans soutien. En tant que client, je crois que j'ai le droit de recevoir une assistance rapide et satisfaisante lorsque je rencontre des problèmes ou que j'ai des questions, en particulier après avoir signalé au conseiller désigné qui n'a jamais répondu pendant les heures de travail et quand il le fait, il a répondu en dehors des heures de travail, puis il s'est plaint qu'il était censé ne pas répondre puisqu'il n'était pas en service, mais lorsqu'il est en service, il ne répond jamais, ce qui prête à confusion.

J'ai suivi assidûment les voies recommandées pour demander de l'aide, mais mes efforts ont été accueillis par le silence. Cette expérience m'a causé des désagréments importants et m'a laissé incertain quant au statut de mes demandes. J'espère que ce n'est pas le niveau de service que la banque CIH entend offrir à ses précieux clients.

Je vous demande de bien vouloir enquêter sur cette affaire dans les plus brefs délais et de me fournir une explication complète de l'absence de réponse. De plus, je demande l'assurance que les mesures nécessaires seront prises pour rectifier cette situation et améliorer les performances du service client de la banque à l'avenir. Plus précisément, je parle de mon conseiller Karim serghouchni qui travaille au CIH agadir med 5. Il manque littéralement de compétences en communication car il vient de me répondre en audio WhatsApp en disant (ngolik a shrif) ce qui n'est pas près d'être une façon professionnelle de parler aux clients, cela m'a poussé à demander à changer de ville d'agence.

J'apprécierais que vous vous penchiez rapidement sur cette question. Je crois en l'importance d'une communication ouverte et je suis convaincu que vous prendrez les mesures nécessaires pour répondre à mes préoccupations. J'espère obtenir une résolution satisfaisante pour restaurer ma confiance dans l'engagement de la banque CIH en faveur de la satisfaction de ses clients.

20.06.2023",il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"A chaque fois que je viens à l'agence, je trouve l'employé me disant que le serveur est en panne..... Mauvais service client",il y a un an,1,2025-03-13 21:22:17.361487,negative,0,2025
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Banque sûre,il y a 2 ans,5,2023-03-14 21:22:17.361487,positive,2,2023
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Serviable et pressé,il y a 3 ans,5,2022-03-14 21:22:17.361487,positive,2,2022
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Mauvais service client,il y a 2 ans,1,2023-03-14 21:22:17.361487,negative,0,2023
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,Mauvais service,il y a 2 ans,1,2023-03-14 21:22:17.361487,negative,0,2023
agadir,CIH,"CC82+297, Av. Mohammed V, Agadir 80000",https://business.google.com/create?fp=13871117333529164544&hl=fr&authuser=0&gmbsrc=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=ma-fr-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,No review text found,il y a 6 mois,1,2024-09-14 21:22:17.361487,negative,0,2024
